Frame Number,Timecode,content_val,delta_hue,delta_lum,delta_sat
584,00:00:23.360,1.107359813084112,2.227063862928349,0.5240264797507788,0.5709890965732087
585,00:00:23.400,1.5314252336448597,3.075077881619938,0.7199766355140187,0.799221183800623
586,00:00:23.440,0.35168743509865,0.6989485981308411,0.10778816199376948,0.24832554517133956
587,00:00:23.480,0.3997014537902388,0.8099299065420561,0.1573208722741433,0.23185358255451713
588,00:00:23.520,1.6275571131879545,3.4598130841121497,0.4330607476635514,0.989797507788162
589,00:00:23.560,1.3396936656282452,2.636993769470405,0.6195093457943925,0.7625778816199377
590,00:00:23.600,0.9990264797507787,1.5787383177570093,0.6191588785046729,0.7991822429906542
591,00:00:23.640,0.7253504672897195,1.4222352024922118,0.2718457943925234,0.4819704049844237
592,00:00:23.680,0.5143951194184839,1.0244548286604362,0.15883956386292836,0.35989096573208723
593,00:00:23.720,0.5520119418483904,1.1031931464174456,0.17133956386292834,0.3815031152647975
594,00:00:23.760,0.40743769470404984,0.816316199376947,0.14540498442367603,0.26059190031152646
595,00:00:23.800,0.4866692627206646,0.984968847352025,0.19493769470404984,0.280101246105919
596,00:00:23.840,0.260877466251298,0.3722352024922118,0.16296728971962618,0.24742990654205607
597,00:00:23.880,0.2212876427829699,0.3845404984423676,0.06935358255451714,0.20996884735202492
598,00:00:23.920,0.38677310488058153,0.7100467289719626,0.08286604361370717,0.36740654205607476
599,00:00:23.960,0.38187954309449634,0.7884735202492212,0.08278816199376947,0.2743769470404984
600,00:00:24.000,0.8424325025960541,1.7435747663551402,0.1851246105919003,0.5985981308411215
601,00:00:24.040,0.5706645898234685,1.181386292834891,0.2028816199376947,0.32772585669781934
602,00:00:24.080,0.4084890965732087,0.7525311526479751,0.1661993769470405,0.3067367601246106
603,00:00:24.120,0.5569704049844236,1.2496495327102803,0.13894080996884736,0.2823208722741433
604,00:00:24.160,0.34489875389408103,0.7117990654205607,0.12274143302180686,0.20015576323987538
605,00:00:24.200,0.3183541017653167,0.5934579439252337,0.1307632398753894,0.2308411214953271
606,00:00:24.240,0.37777777777777777,0.768886292834891,0.12457165109034268,0.2398753894080997
607,00:00:24.280,0.1737668743509865,0.30934579439252335,0.06873052959501558,0.14322429906542056
608,00:00:24.320,0.477193665628245,1.0797507788161993,0.07850467289719626,0.27332554517133956
609,00:00:24.360,0.19065420560747662,0.40654205607476634,0.032281931464174456,0.1331386292834891
610,00:00:24.400,0.3974818276220145,0.9482476635514019,0.057982866043613704,0.18621495327102805
611,00:00:24.440,0.40530893042575283,0.8644470404984423,0.06105919003115265,0.29042056074766354
612,00:00:24.480,0.7609813084112149,1.546690031152648,0.11947040498442367,0.6167834890965732
613,00:00:24.520,0.4247533748701973,0.8758566978193146,0.06580996884735202,0.33259345794392525
614,00:00:24.560,0.13737019730010383,0.23263239875389408,0.04929906542056075,0.13017912772585669
615,00:00:24.600,0.14534008307372792,0.3015576323987539,0.03457943925233645,0.09988317757009346
616,00:00:24.640,0.1269730010384216,0.2684968847352025,0.026246105919003115,0.08617601246105919
617,00:00:24.680,0.16104620976116304,0.2752725856697819,0.04676791277258567,0.16109813084112148
618,00:00:24.720,0.11115005192107996,0.2264018691588785,0.0242601246105919,0.08278816199376947
619,00:00:24.760,0.06133177570093457,0.07694704049844237,0.04423676012461059,0.06281152647975077
620,00:00:24.800,0.11821131879543095,0.2534267912772586,0.02850467289719626,0.07270249221183801
621,00:00:24.840,0.03835669781931464,0.04669003115264798,0.023130841121495327,0.04524922118380062
622,00:00:24.880,0.21442107995846316,0.5134735202492212,0.034540498442367604,0.09524922118380062
623,00:00:24.920,0.21453790238836967,0.4135903426791277,0.050311526479750776,0.17971183800623053
624,00:00:24.960,7.959280893042575,15.94933800623053,1.9547507788161993,5.973753894080997
625,00:00:25.000,0.10964434060228452,0.2125,0.02811526479750779,0.0883177570093458
626,00:00:25.040,0.11404465212876429,0.17815420560747663,0.05366043613707165,0.11031931464174455
627,00:00:25.080,0.11150051921079958,0.1948208722741433,0.02940031152647975,0.1102803738317757
628,00:00:25.120,0.10244029075804778,0.2040109034267913,0.027414330218068536,0.07589563862928349
629,00:00:25.160,0.07741433021806852,0.09501557632398754,0.03415109034267913,0.10307632398753894
630,00:00:25.200,0.1013239875389408,0.19388629283489098,0.032827102803738316,0.07725856697819315
631,00:00:25.240,0.13295690550363448,0.24287383177570093,0.04182242990654206,0.11417445482866044
632,00:00:25.280,0.23004932502596054,0.49739096573208724,0.031697819314641745,0.16105919003115265
633,00:00:25.320,0.12655763239875392,0.2389018691588785,0.035708722741433024,0.10506230529595016
634,00:00:25.360,0.05595794392523364,0.05957943925233645,0.029361370716510904,0.07893302180685358
635,00:00:25.400,0.11649792315680164,0.19567757009345793,0.02749221183800623,0.1263239875389408
636,00:00:25.440,0.661656282450675,1.3766355140186917,0.11565420560747663,0.4926791277258567
637,00:00:25.480,0.5088785046728971,1.0721183800623053,0.08072429906542056,0.3737928348909657
638,00:00:25.520,0.2652777777777778,0.4726246105919003,0.07371495327102803,0.249493769470405
639,00:00:25.560,0.28450155763239876,0.5641744548286605,0.07628504672897196,0.21304517133956385
640,00:00:25.600,0.32528556593977154,0.6692757009345794,0.0876557632398754,0.2189252336448598
641,00:00:25.640,0.2619548286604361,0.5103193146417445,0.11323987538940809,0.16230529595015578
642,00:00:25.680,0.2866822429906542,0.5799065420560747,0.05989096573208723,0.22024922118380064
643,00:00:25.720,0.14254932502596054,0.28341121495327104,0.044898753894080996,0.0993380062305296
644,00:00:25.760,0.11561526479750778,0.22207943925233645,0.04867601246105919,0.07609034267912773
645,00:00:25.800,0.17685617860851507,0.34544392523364487,0.06818535825545172,0.1169392523364486
646,00:00:25.840,0.1861760124610592,0.3469626168224299,0.09813084112149532,0.11343457943925234
647,00:00:25.880,0.2635124610591901,0.564018691588785,0.07324766355140187,0.15327102803738318
648,00:00:25.920,0.8789979231568017,1.6457165109034269,0.22250778816199376,0.7687694704049844
649,00:00:25.960,0.40282969885773623,0.8825545171339564,0.07426012461059191,0.2516744548286604
650,00:00:26.000,1.1491303219106956,2.566627725856698,0.37095015576323986,0.5098130841121495
651,00:00:26.040,1.4272196261682242,3.1939641744548286,0.4559190031152648,0.6317757009345795
652,00:00:26.080,1.3721183800623054,2.3533878504672896,0.731386292834891,1.0315809968847351
653,00:00:26.120,2.9381100726895117,3.8797507788161996,2.4596183800623055,2.474961059190031
654,00:00:26.160,2.2591381100726893,2.973481308411215,1.9854361370716511,1.8184968847352025
655,00:00:26.200,1.9597871235721704,3.095677570093458,1.3153426791277258,1.468341121495327
656,00:00:26.240,3.8349428868120454,5.185202492211838,3.1268691588785047,3.192757009345794
657,00:00:26.280,2.1644989615784005,2.6931464174454827,2.0528426791277257,1.7475077881619938
658,00:00:26.320,1.1895508826583594,2.1171339563862928,0.687733644859813,0.763785046728972
659,00:00:26.360,0.9156412253374872,1.5537383177570094,0.578309968847352,0.6148753894080997
660,00:00:26.400,1.1988187954309448,2.1526479750778815,0.4253115264797508,1.0184968847352025
661,00:00:26.440,1.2970534787123573,2.584968847352025,0.47059968847352024,0.8355919003115265
662,00:00:26.480,1.0055425752855658,2.0804127725856696,0.435202492211838,0.5010124610591901
663,00:00:26.520,0.6690939771547249,1.3457165109034268,0.2764018691588785,0.38516355140186914
664,00:00:26.560,0.47149532710280373,1.0006230529595015,0.1508177570093458,0.26304517133956384
665,00:00:26.600,0.3022196261682243,0.6450934579439253,0.07733644859813084,0.1842289719626168
666,00:00:26.640,0.5824766355140186,1.2276090342679127,0.20552959501557633,0.314291277258567
667,00:00:26.680,0.5667056074766355,1.173714953271028,0.19661214953271028,0.3297897196261682
668,00:00:26.720,0.3981048805815161,0.7888239875389408,0.14692367601246106,0.2585669781931464
669,00:00:26.760,0.5493380062305296,1.1932242990654205,0.19201713395638628,0.26277258566978196
670,00:00:26.800,0.5465732087227414,1.059696261682243,0.26370716510903425,0.31631619937694705
671,00:00:26.840,0.6258047767393562,1.1114096573208723,0.31133177570093457,0.4546728971962617
672,00:00:26.880,1.5852024922118382,3.055101246105919,0.42017133956386293,1.2803348909657322
673,00:00:26.920,0.7817107995846314,1.6080218068535825,0.17083333333333334,0.5662772585669782
674,00:00:26.960,0.4715342679127726,0.9448208722741434,0.11000778816199377,0.35977414330218066
675,00:00:27.000,0.21562824506749742,0.33769470404984425,0.08933021806853582,0.21985981308411215
676,00:00:27.040,0.18778556593977155,0.26238317757009344,0.10338785046728972,0.19758566978193146
677,00:00:27.080,0.13119158878504672,0.17698598130841123,0.06491433021806854,0.15167445482866043
678,00:00:27.120,0.17978971962616827,0.33415109034267915,0.07453271028037384,0.13068535825545172
679,00:00:27.160,0.16691329179646938,0.3093847352024922,0.05366043613707165,0.13769470404984424
680,00:00:27.200,0.15150571131879545,0.23146417445482867,0.07079439252336449,0.15225856697819315
681,00:00:27.240,0.3056593977154725,0.5645638629283489,0.08570872274143303,0.2667056074766355
682,00:00:27.280,0.197702492211838,0.3280373831775701,0.0602803738317757,0.20478971962616824
683,00:00:27.320,0.28398234683281415,0.4302570093457944,0.13477414330218068,0.2869158878504673
684,00:00:27.360,6.866588785046729,12.658917445482865,2.036526479750779,5.904322429906542
685,00:00:27.400,0.07776479750778816,0.053426791277258565,0.06078660436137072,0.1190809968847352
686,00:00:27.440,0.30369937694704047,0.4045171339563863,0.1611760124610592,0.345404984423676
687,00:00:27.480,0.32327362409138105,0.5908489096573208,0.08547507788161994,0.29349688473520247
688,00:00:27.520,0.07230010384215992,0.06468068535825545,0.0396417445482866,0.11257788161993769
689,00:00:27.560,0.16335669781931464,0.25260903426791276,0.048909657320872275,0.1885514018691589
690,00:00:27.600,0.20115524402907584,0.29057632398753896,0.08426791277258568,0.2286214953271028
691,00:00:27.640,0.266316199376947,0.3980529595015576,0.1289330218068536,0.2719626168224299
692,00:00:27.680,0.37535046728971966,0.5973909657320873,0.15704828660436138,0.37161214953271027
693,00:00:27.720,0.24872793354101763,0.3042056074766355,0.13107476635514018,0.31090342679127725
694,00:00:27.760,0.13556593977154727,0.14961059190031153,0.102803738317757,0.15428348909657322
695,00:00:27.800,0.3545301142263759,0.5108255451713396,0.22920560747663551,0.32355919003115263
696,00:00:27.840,1.5117601246105918,2.278348909657321,0.6407320872274144,1.6161993769470404
697,00:00:27.880,1.0514667705088265,1.287772585669782,0.44797507788161994,1.4186526479750778
698,00:00:27.920,1.0735851505711318,1.0774532710280373,0.48917445482866045,1.6541277258566978
699,00:00:27.960,1.3251817237798547,1.220911214953271,0.6212227414330218,2.133411214953271
700,00:00:28.000,1.7849428868120458,1.8495716510903426,0.7314641744548287,2.773792834890966
701,00:00:28.040,3.655269989615784,3.7776869158878505,1.6146806853582554,5.573442367601246
702,00:00:28.080,3.905503634475597,5.074026479750779,1.4625778816199377,5.179906542056075
703,00:00:28.120,4.61044911734164,6.777453271028038,1.477297507788162,5.576596573208723
704,00:00:28.160,5.012110591900311,8.096845794392523,1.4437694704049844,5.495716510903427
705,00:00:28.200,5.986059190031153,8.596144859813084,2.259890965732087,7.102141744548287
706,00:00:28.240,8.985449117341641,11.879672897196262,4.399221183800623,10.677453271028037
707,00:00:28.280,4.9425752855659395,7.572507788161994,1.9927959501557633,5.262422118380062
708,00:00:28.320,7.030711318795432,10.725272585669781,2.180140186915888,8.186721183800623
709,00:00:28.360,5.437019730010384,8.340965732087227,1.8741433021806853,6.09595015576324
710,00:00:28.400,5.637045690550363,7.892990654205607,2.8025311526479753,6.215615264797508
711,00:00:28.440,9.30272585669782,11.33952492211838,6.985864485981309,9.58278816199377
712,00:00:28.480,4.727959501557632,5.077258566978193,4.919392523364486,4.187227414330218
713,00:00:28.520,4.605529595015576,3.9138629283489097,5.2495327102803735,4.653193146417445
714,00:00:28.560,4.656710799584632,4.693380062305296,4.158372274143302,5.118380062305296
715,00:00:28.600,5.427297507788162,4.507398753894081,4.543224299065421,7.2312694704049845
716,00:00:28.640,9.14388629283489,8.243652647975077,8.781035825545171,10.406970404984424
717,00:00:28.680,9.847248182762202,7.899610591900312,9.079633956386292,12.5625
718,00:00:28.720,10.391407061266873,7.08041277258567,10.879244548286604,13.21456386292835
719,00:00:28.760,12.59901349948079,7.775155763239876,15.0476246105919,14.974260124610591
720,00:00:28.800,17.51146157840083,11.351440809968848,21.322196261682244,19.8607476635514
721,00:00:28.840,28.656866562824508,16.865732087227414,37.23718847352025,31.867679127725857
722,00:00:28.880,14.761721183800622,14.389953271028038,14.316744548286604,15.578465732087228
723,00:00:28.920,24.216160436137073,17.662733644859813,27.38890186915888,27.59684579439252
724,00:00:28.960,16.528946002076843,16.045521806853582,15.118341121495327,18.42297507788162
725,00:00:29.000,15.34118639667705,16.451090342679127,12.591394080996885,16.98107476635514
726,00:00:29.040,21.548338525441327,20.034034267912773,18.957242990654205,25.65373831775701
727,00:00:29.080,14.953673416407062,16.631152647975078,10.931697819314643,17.298169781931463
728,00:00:29.120,14.944794911734164,15.464018691588786,12.031892523364485,17.33847352024922
729,00:00:29.160,15.089200415368643,16.533528037383178,11.291316199376947,17.442757009345794
730,00:00:29.200,18.30467289719626,20.689719626168223,14.507866043613706,19.716433021806854
731,00:00:29.240,28.649104361370718,26.681697819314643,24.884579439252338,34.38103582554517
732,00:00:29.280,21.01844496365524,20.69688473520249,18.168419003115265,24.190031152647975
733,00:00:29.320,16.76831516095535,13.79828660436137,17.1059968847352,19.40066199376947
734,00:00:29.360,17.533151609553478,13.044781931464174,20.50607476635514,19.04859813084112
735,00:00:29.400,18.89051142263759,15.23847352024922,24.193029595015577,17.240031152647976
736,00:00:29.440,25.77793354101765,19.686370716510904,33.583294392523364,24.06413551401869
737,00:00:29.480,19.71688733125649,13.77636292834891,26.697235202492212,18.67706386292835
738,00:00:29.520,18.766407061266875,12.227686915887851,25.62422118380062,18.44731308411215
739,00:00:29.560,6.47531152647975,5.108333333333333,6.8631230529595015,7.454478193146417
740,00:00:29.600,5.323624091381101,4.848559190031152,5.447352024922118,5.674961059190031
741,00:00:29.640,10.52227414330218,8.362266355140187,12.451518691588785,10.75303738317757
742,00:00:29.680,4.954127725856698,4.234073208722742,5.247196261682243,5.381113707165109
743,00:00:29.720,6.898559190031153,5.434034267912772,7.692095015576324,7.569548286604362
744,00:00:29.760,12.342860851505712,13.914641744548286,10.14867601246106,12.965264797507789
745,00:00:29.800,8.871092938733126,7.012733644859813,9.94392523364486,9.656619937694703
746,00:00:29.840,9.507359813084113,7.820833333333334,10.602063862928349,10.099182242990654
747,00:00:29.880,6.4570872274143305,5.476168224299065,7.205685358255452,6.689408099688474
748,00:00:29.920,6.241510903426792,4.915498442367602,6.608995327102804,7.200038940809969
749,00:00:29.960,10.515316718587748,7.543068535825546,13.27908878504673,10.723792834890967
750,00:00:30.000,15.809073208722742,9.89528816199377,22.212655763239876,15.319275700934579
751,00:00:30.040,21.617795950155763,11.116588785046728,30.508060747663553,23.22873831775701
752,00:00:30.080,18.580944963655245,10.861915887850467,25.156931464174455,19.72398753894081
753,00:00:30.120,19.50547767393562,12.698559190031153,23.9881230529595,21.829750778816198
754,00:00:30.160,11.764148494288682,9.076246105919003,11.514914330218069,14.701285046728971
755,00:00:30.200,14.014265316718587,11.67496105919003,14.325545171339565,16.04228971962617
756,00:00:30.240,15.248455347871236,13.525623052959501,14.321573208722741,17.898169781931465
757,00:00:30.280,23.833060747663552,19.53847352024922,25.79493769470405,26.165771028037383
758,00:00:30.320,19.72441588785047,17.316004672897197,22.672702492211837,19.184540498442367
759,00:00:30.360,16.177959501557634,14.940771028037384,19.960046728971964,13.633060747663551
760,00:00:30.400,19.245197300103843,18.214369158878505,24.65171339563863,14.869509345794393
761,00:00:30.440,15.367159916926274,14.608099688473521,18.953465732087228,12.53991433021807
762,00:00:30.480,17.84430166147456,16.623247663551403,20.672897196261683,16.23676012461059
763,00:00:30.520,8.22396157840083,9.122819314641745,7.672468847352025,7.876596573208722
764,00:00:30.560,5.442899792315681,6.486876947040498,4.56218847352025,5.279633956386292
765,00:00:30.600,9.061046209761164,10.10813862928349,7.799415887850468,9.275584112149533
766,00:00:30.640,7.094496365524403,7.596923676012461,6.363668224299065,7.322897196261683
767,00:00:30.680,7.9728582554517144,8.578855140186915,7.547274143302181,7.792445482866044
768,00:00:30.720,14.033203530633436,19.110202492211837,9.709735202492212,13.279672897196262
769,00:00:30.760,6.20743769470405,6.912577881619938,5.246183800623053,6.463551401869159
770,00:00:30.800,8.638304776739355,8.783683800623052,8.058372274143302,9.072858255451713
771,00:00:30.840,8.986305815160955,9.134073208722741,8.336993769470405,9.48785046728972
772,00:00:30.880,13.88921339563863,15.25202492211838,13.174182242990653,13.241433021806854
773,00:00:30.920,6.060514018691589,4.8601246105919005,6.713746105919003,6.607671339563863
774,00:00:30.960,7.389109553478712,5.893457943925234,8.61557632398754,7.658294392523365
775,00:00:31.000,8.974286085150572,7.909384735202492,10.163629283489097,8.849844236760125
776,00:00:31.040,11.776973001038423,11.153816199376948,12.683995327102803,11.493107476635513
777,00:00:31.080,22.325207684319835,22.09626168224299,24.493457943925232,20.385903426791277
778,00:00:31.120,13.431451194184838,13.609852024922118,13.563668224299066,13.120833333333334
779,00:00:31.160,8.618977154724819,8.22297507788162,9.353232087227415,8.28072429906542
780,00:00:31.200,15.875272585669784,17.897507788161995,14.134696261682244,15.593613707165108
781,00:00:31.240,14.965446521287644,17.57842679127726,13.252531152647975,14.065381619937694
782,00:00:31.280,18.948831775700935,22.45880062305296,16.78878504672897,17.59890965732087
783,00:00:31.320,21.930321910695742,24.063006230529595,22.944548286604363,18.783411214953272
784,00:00:31.360,18.931632917964695,19.78983644859813,19.63411214953271,17.37095015576324
785,00:00:31.400,16.035319314641743,15.70167445482866,16.532943925233646,15.871339563862929
786,00:00:31.440,14.818522845275183,14.144781931464175,14.030996884735202,16.27978971962617
787,00:00:31.480,20.105776220145383,17.639330218068537,21.937383177570094,20.74061526479751
788,00:00:31.520,13.616316199376948,12.44322429906542,13.559852024922119,14.845872274143302
789,00:00:31.560,13.67163811007269,11.937071651090342,13.337344236760124,15.7404984423676
790,00:00:31.600,17.896780893042575,15.632827102803738,20.043457943925233,18.014057632398753
791,00:00:31.640,17.98857736240914,13.975584112149532,21.795638629283488,18.194509345794394
792,00:00:31.680,26.975116822429907,26.574922118380062,33.58259345794392,20.767834890965734
793,00:00:31.720,17.183683800623054,15.630802180685357,22.95369937694704,12.96654984423676
794,00:00:31.760,16.13683800623053,14.737344236760125,22.882009345794394,10.791160436137071
795,00:00:31.800,16.10236240913811,15.272079439252336,20.98714953271028,12.047858255451713
796,00:00:31.840,13.724974039460022,15.522313084112149,15.061954828660436,10.590654205607477
797,00:00:31.880,9.764524922118381,11.148948598130842,9.362188473520249,8.78243769470405
798,00:00:31.920,11.403102284527519,13.222780373831776,11.291121495327102,9.695404984423677
799,00:00:31.960,8.910539979231569,10.51522585669782,8.156970404984424,8.059423676012461
800,00:00:32.000,48.19942886812046,36.69427570093458,49.20728193146417,58.696728971962614
801,00:00:32.040,1.4239096573208725,2.2034267912772587,0.5461838006230529,1.5221183800623053
802,00:00:32.080,1.393548805815161,2.0512461059190032,0.520132398753894,1.6092679127725857
803,00:00:32.120,1.377790758047767,1.9445093457943925,0.545911214953271,1.6429517133956386
804,00:00:32.160,3.0810358255451717,4.119392523364486,1.2465342679127727,3.8771806853582556
805,00:00:32.200,1.0152518172377987,1.2906542056074766,0.42503894080996885,1.3300623052959502
806,00:00:32.240,0.8034138110072689,0.966588785046729,0.2922507788161994,1.1514018691588785
807,00:00:32.280,0.6987798546209761,0.8475467289719626,0.21690031152647976,1.031892523364486
808,00:00:32.320,0.666653686396677,0.5820482866043614,0.23329439252336448,1.1846183800623054
809,00:00:32.360,0.726181204569055,0.9013239875389408,0.24626168224299066,1.0309579439252337
810,00:00:32.400,0.5096573208722742,0.5117990654205608,0.18691588785046728,0.8302570093457944
811,00:00:32.440,0.3641095534787124,0.29758566978193146,0.12858255451713396,0.6661604361370717
812,00:00:32.480,0.37050882658359297,0.3752336448598131,0.12348130841121495,0.6128115264797508
813,00:00:32.520,0.5483255451713396,0.4873442367601246,0.2124221183800623,0.9452102803738318
814,00:00:32.560,0.6071910695742472,0.5686915887850468,0.20202492211838005,1.0508566978193146
815,00:00:32.600,0.4592419522326064,0.4902258566978193,0.14579439252336449,0.7417056074766355
816,00:00:32.640,1.4571391484942886,1.9583333333333333,0.3264797507788162,2.0866043613707164
817,00:00:32.680,0.6566199376947041,0.7241043613707165,0.1947429906542056,1.05101246105919
818,00:00:32.720,0.48324247144340604,0.5344626168224299,0.14306853582554518,0.772196261682243
819,00:00:32.760,0.5340861889927311,0.5903426791277259,0.1542056074766355,0.8577102803738318
820,00:00:32.800,0.37461059190031154,0.4157710280373832,0.06958722741433022,0.6384735202492212
821,00:00:32.840,0.5195353063343717,0.5076323987538941,0.11865264797507788,0.9323208722741433
822,00:00:32.880,0.5123701973001038,0.6667445482866043,0.13788940809968847,0.7324766355140186
823,00:00:32.920,0.6191069574247144,0.6637071651090343,0.27231308411214955,0.9213006230529595
824,00:00:32.960,1.2764148494288683,1.60946261682243,1.0778816199376946,1.1419003115264799
825,00:00:33.000,1.1462357217030115,1.5531931464174455,0.8859034267912772,0.9996105919003115
826,00:00:33.040,1.2572559709241953,2.004283489096573,0.6833333333333333,1.0841510903426792
827,00:00:33.080,1.6649532710280373,2.20946261682243,1.308177570093458,1.4772196261682242
828,00:00:33.120,6.394444444444445,8.010280373831776,3.7972741433021806,7.375778816199377
829,00:00:33.160,0.8695093457943924,0.5602803738317756,1.159423676012461,0.8888239875389408
830,00:00:33.200,2.239810488058152,0.7623052959501557,3.6426401869158878,2.3144859813084113
831,00:00:33.240,3.971975597092419,1.77297507788162,5.9690031152647975,4.173948598130841
832,00:00:33.280,6.5382268951194185,2.778582554517134,8.894898753894081,7.941199376947041
833,00:00:33.320,6.268120456905503,2.625934579439252,8.384852024922118,7.79357476635514
834,00:00:33.360,6.39559968847352,2.9172897196261682,8.841433021806854,7.428076323987539
835,00:00:33.400,6.02668743509865,2.6957165109034267,8.350623052959502,7.033722741433022
836,00:00:33.440,5.664473001038421,2.6440031152647974,7.451129283489097,6.89828660436137
837,00:00:33.480,6.223611111111111,3.308644859813084,7.922585669781932,7.4396028037383175
838,00:00:33.520,3.6298156801661476,1.5307632398753894,4.721884735202492,4.63679906542056
839,00:00:33.560,3.6953920041536867,2.013746105919003,4.425233644859813,4.647196261682243
